run_id,phase,scale,seed,eta0,lambda,train_variant,metric_update,epochs,patience,solver,adam_learning_rate
legacy_adam_s42,legacy_ablation,1pct,42,1e-5,0,scale_1pct_seed42,full,20,5,adam-shock,3000
