run_id,phase,scale,seed,eta0,lambda,train_variant,train_cycle_policy,metric_update,epochs,patience,eval_every,eval_path_metrics,early_stop_min_delta
erase_10pct_eta1e4,loop_erasure_10pct,10pct,42,0.0001,100000,scale_10pct_seed42,erase,full,100,4,5,true,0.00001
