run_id,phase,scale,seed,eta0,lambda,metric_update,train_variant,train_cycle_policy,status,cached,wall_seconds,train_accepted,train_cyclic,train_cycle_erased_records,train_empty_after_cycle_transform,train_cycle_edges_removed,validation_accepted,best_best_epoch,best_selection_loss,validation_relative_regret,validation_mean_regret,validation_exact_match,validation_edge_f1,validation_edge_jaccard,best_epoch_train_relative_regret,best_train_regret,best_q_min,best_q_max,avg_epoch_ms,avg_train_oracle_ms,avg_customization_ms,avg_changed_pct,avg_update_customization_ms,avg_update_changed_pct,relative_regret_gap,mean_regret_gap,best_peak_rss_kib,best_q_p05,best_q_median,best_q_p95,best_best_q_at_max,best_best_q_at_min,best_best_q_max,best_best_q_min,best_best_regularization,best_best_train_regret,best_epoch,best_epoch_changed_pct,best_epoch_count_residual_l1,best_epoch_current_max_quantization_error,best_epoch_customization_ms,best_epoch_train_oracle_ms,best_epoch_validation_edge_f1,best_epoch_validation_edge_jaccard,best_epoch_validation_exact_match,best_epoch_validation_relative_regret,best_q_at_max,best_q_at_min,best_q_p25,best_q_p75,best_regularization,best_train_regret_improvement_pct,cache_hit_last_invocation,checkpoint_path,config_early_stop_min_delta,config_eval_path_metrics,config_evaluation_cycle_policy,config_metric_update,config_run_test,config_selection_metric,config_solver,config_train_cycle_policy,early_stop_min_delta,epochs,epochs_executed,error,eval_every,eval_path_metrics,log_path,patience,returncode,train_available,train_inspected,validation_available,validation_cycle_edges_removed,validation_cycle_erased_records,validation_cyclic,validation_edge_precision,validation_edge_recall,validation_empty_after_cycle_transform,validation_inspected,validation_samples
erase_10pct_eta1e4,loop_erasure_10pct,10pct,42,0.0001,100000,full,scale_10pct_seed42,erase,ok,False,66.44760971700089,78527,16222,16222,43,129457,129033,99,0.064129512907,0.06412951,375308.200538,0.369045,0.676313,0.601925,0.07748719,464112.814268,0.1,1.647139,640.40577,358.01039,12.23884,51.246499,12.362464646464646,51.764140404040404,-0.013357679999999997,-88804.61373000004,301632,0.8859202309129884,1.0,1.0232639893863014,0,2,1.647139,0.1,193.963879,464112.814268,99,0.0,599068,0.499998,0.0,360.018,0.676313,0.601925,0.369045,0.06412951,0,2,0.9918305064454034,1.0,193.963879,39.874,False,/tmp/edge-weight-convergence-study/runs/loop_erasure_10pct/erase_10pct_eta1e4/model_checkpoint.json,1e-05,true,Drop,Full,false,RelativeRegret,ProjectedSubgradient,Erase,0.00001,100,100,,5,true,/tmp/edge-weight-convergence-study/runs/loop_erasure_10pct/erase_10pct_eta1e4/model_training.log,4,0,78570,78570,163614,0,0,34581,0.691223,0.66965,0,163614,129033
